20160930,8160147.93 ,3802025998,S_0102100_0074,COBK
20160930,15306580.68 ,3802025998,S_0102100_0076,COBK
20160930,24491848.82 ,3802025998,S_0102100_0001,COBK
20160930,5789879.35 ,3802025998,S_0102100_0002,COBK
20160930,8185775.43 ,3802025998,S_0102100_0003,COBK
20160930,1074338.07 ,3802025998,S_0102100_0004,COBK
20160930,117954.10 ,3802025998,S_0102100_0005,COBK
20160930,922568.40 ,3802025998,S_0102100_0006,COBK
20160930,241310.57 ,3802025998,S_0102100_0033,COBK
20160930,139720.98 ,3802025998,S_0102100_0076,COBK
20160930,1187829.46 ,3802025998,S_0102100_0157,COBK
20160930,1974471.86 ,3802025998,S_0102100_0024,COBK
20160930,12495887.06 ,3802025998,S_0102100_0001,COBK
20160930,18553267.28 ,3802025998,S_0102100_0010,COBK
20160930,2255539.77 ,3802025998,S_0102100_0008,COBK
20160930,4834787.28 ,3802025998,S_0102100_0016,COBK
20160930,244368.67 ,3802025998,S_0102100_0017,COBK
20160930,1314910.88 ,3802025998,S_0102100_0019,COBK
20160930,491579.84 ,3802025998,S_0102100_0021,COBK
20160930,971270.66 ,3802025998,S_0102100_0044,COBK
20160930,139280.49 ,3802025998,S_0102100_0057,COBK
20160930,1096471.75 ,3802025998,S_0102100_0068,COBK
20160930,243418.28 ,3802025998,S_0102100_0080,COBK
20160930,1678129.28 ,3802025998,S_0102100_0154,COBK
20160930,1988909.97 ,3802025998,S_0102100_0040,COBK
20160930,426405.73 ,3802025998,S_0102100_0058,COBK
20160930,3885732.74 ,3802025998,S_0102100_0077,COBK
20160930,1125722.39 ,3802025998,S_0102100_0078,COBK
20160930,129148.71 ,3802025998,S_0102100_0079,COBK
20160930,655434.93 ,3802025998,S_0102100_0183,COBK
20160930,299635.67 ,3802025998,S_0102100_0023,COBK
20160930,562189.41 ,3802025998,S_0102100_0081,COBK
20160930,2820433.31 ,3802025998,S_0102100_0002,COBK
20160930,2340496.18 ,3802025998,S_0102100_0020,COBK
20160930,2031566.55 ,3802025998,S_0102100_0025,COBK
